Planet name,Host star name,Stars in system,Planets in system,Discovery method,Discovery year,Discovery facility,Orbital period (days),Orbit semi-major axis (AU),Planet radius (R_E),Planet radius (R_J),Planet mass (M_E),Planet temperature (K),Stellar spectral class,Stellar temperature (K),Stellar radius (R_sol),Stellar mass (M_sol),Right ascension (deg),Declination (Deg),Stellar distance (pc),Stellar magnitude,releasedate
HD 3167 d,HD 3167,1,4,Radial Velocity,2017,Multiple Observatories,8.509,0.07757,,,6.9,,K0 V,5261,0.86,0.86,8.7401487,4.3807215,47.2899,8.97,2024-07-12
HD 3167 e,HD 3167,1,4,Radial Velocity,2022,CHaracterising ExOPlanets Satellite (CHEOPS),102.09,0.4048,,,9.74,374.8,,5300,0.871,0.852,8.7401487,4.3807215,47.2899,8.97,2022-10-18
HD 3167 e,HD 3167,1,4,Radial Velocity,2022,CHaracterising ExOPlanets Satellite (CHEOPS),96.63,0.3885,,,8.41,,,5261,0.88,0.837,8.7401487,4.3807215,47.2899,8.97,2023-04-17
HD 32518 b,HD 32518,1,1,Radial Velocity,2009,Thueringer Landessternwarte Tautenburg,157.54,0.59,,,966.16,,K1 III,4580,10.22,1.13,77.4037569,69.6391355,122.115,6.43005,2014-05-14
HD 32518 b,HD 32518,1,1,Radial Velocity,2009,Thueringer Landessternwarte Tautenburg,157.35,0.594,,,905.49313154,,K1 III,4580,10.22,1.13,77.4037569,69.6391355,122.115,6.43005,2023-09-19
HD 32963 b,HD 32963,1,1,Radial Velocity,2015,W. M. Keck Observatory,2372,3.41,,,222.481,,,5727,,0.94,76.9820146,26.3276805,38.0786,7.6,2016-01-05
HD 32963 b,HD 32963,1,1,Radial Velocity,2015,W. M. Keck Observatory,2368,3.409,,,657.90480249,,G5 IV,5727,,1.03,76.9820146,26.3276805,38.0786,7.6,2023-06-12
HD 32963 b,HD 32963,1,1,Radial Velocity,2015,W. M. Keck Observatory,2328,3.416,,,230.74342348,,,5706.08,1.111044,0.981028,76.9820146,26.3276805,38.0786,7.6,2021-09-20
HD 330075 b,HD 330075,1,1,Radial Velocity,2004,La Silla Observatory,3.38773,0.04,,,152.5584,,,5000,0.84,0.47,237.4054997,-49.9639199,45.2989,9.36,2018-09-06
HD 330075 b,HD 330075,1,1,Radial Velocity,2004,La Silla Observatory,3.38773,0.039,,,197.05,990,K1,5017,,0.7,237.4054997,-49.9639199,45.2989,9.36,2014-11-19
HD 331093 b,HD 331093,1,1,Radial Velocity,2021,Haute-Provence Observatory,621.62,1.44,,,476.7426105,,K0,5544,,1.03,295.6200054,31.7395451,50.1928,8.38,2021-05-28
HD 33142 b,HD 33142,1,3,Radial Velocity,2011,W. M. Keck Observatory,326,1.07,,,440.19455,,,4978,4.45,1.41,76.8980559,-13.9863374,121.375,7.96,2018-12-06
HD 33142 b,HD 33142,1,3,Radial Velocity,2011,W. M. Keck Observatory,326.60001,1.09,,,476.745,,,5009,3.97,1.78,76.8980559,-13.9863374,121.375,7.96,2018-09-06
HD 33142 b,HD 33142,1,3,Radial Velocity,2011,W. M. Keck Observatory,330,1.074,,,400.46379282,,K0 III,5025.4,4.17,1.52,76.8980559,-13.9863374,121.375,7.96,2022-06-27
HD 33142 b,HD 33142,1,3,Radial Velocity,2011,W. M. Keck Observatory,326.6,1.06,,,413.2,,,5052,4.2,1.48,76.8980559,-13.9863374,121.375,7.96,2014-05-14
HD 33142 c,HD 33142,1,3,Radial Velocity,2018,W. M. Keck Observatory,834,,,,1897.4451,,,,,1.62,76.8980559,-13.9863374,121.375,7.96,2018-11-29
HD 33142 c,HD 33142,1,3,Radial Velocity,2018,W. M. Keck Observatory,810.2,1.955,,,282.86728223,,K0 III,5025.4,4.17,1.52,76.8980559,-13.9863374,121.375,7.96,2022-06-27
HD 33142 d,HD 33142,1,3,Radial Velocity,2022,Multiple Observatories,89.9,0.452,,,63.5656814,,K0 III,5025.4,4.17,1.52,76.8980559,-13.9863374,121.375,7.96,2022-06-27
HD 332231 b,HD 332231,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),18.712253,,10.3984,0.92768471,,1008,,6125,1.27,,306.741134,33.7443882,80.6665,8.558,2024-11-20
HD 332231 b,HD 332231,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),18.712024,0.145,9.07303305,0.80944319,74.1,798.3,,6128,1.266,1.1642,306.741134,33.7443882,80.6665,8.558,2024-07-23
HD 332231 b,HD 332231,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),18.71204,0.1436,9.718203,0.867,77.55052,876,F8,6089,1.277,1.127,306.741134,33.7443882,80.6665,8.558,2020-05-21
HD 332231 b,HD 332231,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),18.7120712,,,,,,F8,6089,1.277,1.127,306.741134,33.7443882,80.6665,8.558,2024-03-04
HD 332231 b,HD 332231,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),18.71204,,,,,,F8,6089,1.277,1.127,306.741134,33.7443882,80.6665,8.558,2022-05-03
HD 33283 b,HD 33283,2,1,Radial Velocity,2006,W. M. Keck Observatory,18.179,0.15,,,117.5971,,,6108,1.74,1.47,77.0044889,-26.7976689,89.8623,8.05,2018-09-06
HD 33283 b,HD 33283,2,1,Radial Velocity,2006,W. M. Keck Observatory,18.179,0.145,,,104.88,,G3 V,5995,1.2,1.24,77.0044889,-26.7976689,89.8623,8.05,2014-11-19
HD 33283 b,HD 33283,2,1,Radial Velocity,2006,W. M. Keck Observatory,18.1991,0.1508,,,104.56607,,G3/G5 V,5935,1.97,1.38,77.0044889,-26.7976689,89.8623,8.05,2018-09-27
HD 33564 b,HD 33564,1,1,Radial Velocity,2005,Haute-Provence Observatory,388,1.1,,,2892.1,,F6 V,6250,,1.25,80.6378979,79.2318488,20.9531,5.10111,2014-12-03
HD 33844 b,HD 33844,1,2,Radial Velocity,2015,Anglo-Australian Telescope,551.4,1.6,,,622.9468,,K0 III,4861,5.29,1.78,78.1505649,-14.9509775,105.779,7.29,2016-01-14
HD 33844 b,HD 33844,1,2,Radial Velocity,2015,Anglo-Australian Telescope,,1.501,,,548.4,,,,5.507,1.471,78.1505649,-14.9509775,105.779,7.29,2024-09-13
HD 33844 b,HD 33844,1,2,Radial Velocity,2015,Anglo-Australian Telescope,551.40002,1.6,,,638.8383,,,4861,5.39,1.84,78.1505649,-14.9509775,105.779,7.29,2018-09-06
HD 33844 c,HD 33844,1,2,Radial Velocity,2015,Anglo-Australian Telescope,916,2.24,,,556.2025,,K0 III,4861,5.29,1.78,78.1505649,-14.9509775,105.779,7.29,2016-01-14
HD 33844 c,HD 33844,1,2,Radial Velocity,2015,Anglo-Australian Telescope,,2.111,,,489.7,,,,5.507,1.471,78.1505649,-14.9509775,105.779,7.29,2024-09-13
HD 34445 b,HD 34445,1,6,Radial Velocity,2009,W. M. Keck Observatory,1049,2.07,,,260.6206,,,5879,1.38,1.14,79.4207483,7.3527156,46.0907,7.31,2018-09-06
HD 34445 b,HD 34445,1,6,Radial Velocity,2009,W. M. Keck Observatory,1059,2.105,,,209.13109181,,,5829.49,1.478752,1.11037,79.4207483,7.3527156,46.0907,7.31,2021-09-20
HD 34445 b,HD 34445,1,6,Radial Velocity,2009,W. M. Keck Observatory,1056.7,2.075,,,200,,G0 V,5836,1.38,1.07,79.4207483,7.3527156,46.0907,7.31,2017-10-26
HD 34445 b,HD 34445,1,6,Radial Velocity,2009,W. M. Keck Observatory,1049,2.07,,,250,,,5836,1.38,1.07,79.4207483,7.3527156,46.0907,7.31,2014-05-14
HD 34445 c,HD 34445,1,6,Radial Velocity,2017,Multiple Observatories,214.67,0.7181,,,53.5,,G0 V,5836,1.38,1.07,79.4207483,7.3527156,46.0907,7.31,2017-10-26
HD 34445 d,HD 34445,1,6,Radial Velocity,2017,Multiple Observatories,117.87,0.4817,,,30.7,,G0 V,5836,1.38,1.07,79.4207483,7.3527156,46.0907,7.31,2017-10-26
HD 34445 e,HD 34445,1,6,Radial Velocity,2017,Multiple Observatories,49.175,0.2687,,,16.8,,G0 V,5836,1.38,1.07,79.4207483,7.3527156,46.0907,7.31,2017-10-26
HD 34445 f,HD 34445,1,6,Radial Velocity,2017,Multiple Observatories,676.8,1.543,,,37.9,,G0 V,5836,1.38,1.07,79.4207483,7.3527156,46.0907,7.31,2017-10-26
HD 34445 g,HD 34445,1,6,Radial Velocity,2017,Multiple Observatories,5700,6.36,,,120.6,,G0 V,5836,1.38,1.07,79.4207483,7.3527156,46.0907,7.31,2017-10-26
HD 35759 b,HD 35759,1,1,Radial Velocity,2016,Haute-Provence Observatory,82.467,0.389,,,1195.0408,,G0,6060,,1.15,82.8886636,64.3183753,71.2423,7.74,2016-02-25
HD 360 b,HD 360,1,1,Radial Velocity,2021,Okayama Astrophysical Observatory,273.1,0.98,,,238.37130525,,G8 III,4770,10.86,1.69,2.072903,-8.8242618,111.542,5.986,2022-01-10
HD 36384 b,HD 36384,1,1,Radial Velocity,2023,Bohyunsan Optical Astronomical Observatory,490,1.3,,,2097.6674862,,M0 III,3940,38.4,1.14,84.9319998,75.0439884,209.309,6.18839,2023-08-22
HD 3651 b,HD 3651,1,1,Radial Velocity,2003,Multiple Observatories,62.206,0.296,,,72.1,,,5274.92,0.873266,0.9,9.8387218,21.2488844,11.1336,5.88437,2014-07-23
HD 3651 b,HD 3651,1,1,Radial Velocity,2003,Multiple Observatories,62.218,0.295,,,72.78,,K0 V,5221,,0.882,9.8387218,21.2488844,11.1336,5.88437,2014-05-14
HD 3651 b,HD 3651,1,1,Radial Velocity,2003,Multiple Observatories,62.197,0.28,,,63.56,,,5274.92,0.873266,0.9,9.8387218,21.2488844,11.1336,5.88437,2014-09-18
HD 3651 b,HD 3651,1,1,Radial Velocity,2003,Multiple Observatories,62.242,0.2955,,,69.98581522,,,5205.95,0.871954,0.888252,9.8387218,21.2488844,11.1336,5.88437,2021-09-20
HD 3651 b,HD 3651,1,1,Radial Velocity,2003,Multiple Observatories,62.25,0.295,,,72.46524,,,5221,,0.799,9.8387218,21.2488844,11.1336,5.88437,2019-03-14
HD 37124 b,HD 37124,1,3,Radial Velocity,2002,W. M. Keck Observatory,154.46,0.53,,,193.87,,G4 IV-V,,,0.78,84.2599947,20.7289784,31.6634,7.68,2014-12-17
HD 37124 b,HD 37124,1,3,Radial Velocity,2002,W. M. Keck Observatory,153,0.54,,,273.32,,G4 V,,,0.91,84.2599947,20.7289784,31.6634,7.68,2014-08-21
HD 37124 b,HD 37124,1,3,Radial Velocity,2002,W. M. Keck Observatory,154.26,0.5253,,,206.58846455,,,5698.64,0.949168,0.812728,84.2599947,20.7289784,31.6634,7.68,2021-09-20
HD 37124 b,HD 37124,1,3,Radial Velocity,2002,W. M. Keck Observatory,,0.519,,,198.318,,,,,0.78,84.2599947,20.7289784,31.6634,7.68,2014-08-21
HD 37124 b,HD 37124,1,3,Radial Velocity,2002,W. M. Keck Observatory,154.378,0.53364,,,214.53525,,G4 V,,,0.85,84.2599947,20.7289784,31.6634,7.68,2016-08-18
HD 37124 c,HD 37124,1,3,Radial Velocity,2002,W. M. Keck Observatory,885.5,1.71,,,207.22516,,G4 V,,,0.85,84.2599947,20.7289784,31.6634,7.68,2016-08-18
HD 37124 c,HD 37124,1,3,Radial Velocity,2002,W. M. Keck Observatory,1942,2.95,,,320.99,,G4 V,,,0.91,84.2599947,20.7289784,31.6634,7.68,2014-08-21
HD 37124 c,HD 37124,1,3,Radial Velocity,2002,W. M. Keck Observatory,887.7,1.687,,,205.63497933,,,5698.64,0.949168,0.812728,84.2599947,20.7289784,31.6634,7.68,2021-09-20
HD 37124 c,HD 37124,1,3,Radial Velocity,2002,W. M. Keck Observatory,,1.61,,,182.427,,,,,0.78,84.2599947,20.7289784,31.6634,7.68,2014-08-21
HD 37124 c,HD 37124,1,3,Radial Velocity,2002,W. M. Keck Observatory,843.6,1.64,,,190.69,,G4 IV-V,,,0.78,84.2599947,20.7289784,31.6634,7.68,2014-12-17
HD 37124 d,HD 37124,1,3,Radial Velocity,2005,W. M. Keck Observatory,2295,3.19,,,209.76,,G4 IV-V,,,0.78,84.2599947,20.7289784,31.6634,7.68,2014-12-17
HD 37124 d,HD 37124,1,3,Radial Velocity,2005,W. M. Keck Observatory,,3.142,,,220.883,,,,,0.78,84.2599947,20.7289784,31.6634,7.68,2014-08-21
HD 37124 d,HD 37124,1,3,Radial Velocity,2005,W. M. Keck Observatory,1768,2.671,,,209.44892021,,,5698.64,0.949168,0.812728,84.2599947,20.7289784,31.6634,7.68,2021-09-20
HD 37124 d,HD 37124,1,3,Radial Velocity,2005,W. M. Keck Observatory,1862,2.807,,,221.20968,,G4 V,,,0.85,84.2599947,20.7289784,31.6634,7.68,2016-08-18
HD 37605 b,HD 37605,1,2,Radial Velocity,2004,McDonald Observatory,55.027,0.263,,,759.58,,,5329,0.982419,0.92,85.0074276,6.0595116,46.7864,8.67,2014-09-18
HD 37605 b,HD 37605,1,2,Radial Velocity,2004,McDonald Observatory,54.23,0.26,,,902.6372,,,5475,,,85.0074276,6.0595116,46.7864,8.67,2015-04-30
HD 37605 b,HD 37605,1,2,Radial Velocity,2004,McDonald Observatory,55.01307,0.2831,,,890.522,,K0 V,5448,0.901,1,85.0074276,6.0595116,46.7864,8.67,2015-02-05
HD 37605 b,HD 37605,1,2,Radial Velocity,2004,McDonald Observatory,55.01307,0.28,,,689.6911,,,5340,0.95,0.68,85.0074276,6.0595116,46.7864,8.67,2018-09-06
HD 37605 b,HD 37605,1,2,Radial Velocity,2004,McDonald Observatory,55.01292,0.277,,,854.9627,,K0,5329,0.91,0.94,85.0074276,6.0595116,46.7864,8.67,2018-09-27
HD 37605 b,HD 37605,1,2,Radial Velocity,2004,McDonald Observatory,54.21,,,,,,,5329,0.982419,0.92,85.0074276,6.0595116,46.7864,8.67,2015-12-03
HD 37605 c,HD 37605,1,2,Radial Velocity,2012,Multiple Observatories,2720,3.74,,,1013.8777,,K0,5329,0.91,0.94,85.0074276,6.0595116,46.7864,8.67,2018-09-27
HD 37605 c,HD 37605,1,2,Radial Velocity,2012,Multiple Observatories,2720,3.814,,,1069.771,,K0 V,5448,0.901,1,85.0074276,6.0595116,46.7864,8.67,2014-05-14
HD 37605 c,HD 37605,1,2,Radial Velocity,2012,Multiple Observatories,2455,,,,1071.0871,,,,,1,85.0074276,6.0595116,46.7864,8.67,2018-11-29
HD 3765 b,HD 3765,1,1,Radial Velocity,2021,Multiple Observatories,1211,2.108,,,54.98431441,,,5049.8,0.83061,0.851785,10.2072994,40.1842918,17.926,7.36,2021-09-20
HD 38283 b,HD 38283,1,1,Radial Velocity,2010,Anglo-Australian Telescope,363.20001,1.02,,,127.132,,,5981,1.49,1.37,84.2605324,-73.6998131,38.0615,6.69,2018-09-06
HD 38283 b,HD 38283,1,1,Radial Velocity,2010,Anglo-Australian Telescope,363.2,1.02,,,108.0622,,,5998,,1.085,84.2605324,-73.6998131,38.0615,6.69,2015-09-10
HD 38529 b,HD 38529,2,2,Radial Velocity,2000,Multiple Observatories,14.31014,0.1329,,,278.41768453,,,5624.21,2.857838,1.529286,86.6451363,1.1675866,42.3538,5.92848,2021-09-20
HD 38529 b,HD 38529,2,2,Radial Velocity,2000,Multiple Observatories,14.3102,0.1313,,,272.06248,,,5541,2.83515,0.98,86.6451363,1.1675866,42.3538,5.92848,2015-04-24
HD 38529 b,HD 38529,2,2,Radial Velocity,2000,Multiple Observatories,14.3098,0.131,,,266.64813,,G4 IV,5697,,1.477,86.6451363,1.1675866,42.3538,5.92848,2014-05-14
HD 38529 b,HD 38529,2,2,Radial Velocity,2000,Multiple Observatories,14.32,0.13,,,244.7291,,G4 IV,5370,2.82,1.39,86.6451363,1.1675866,42.3538,5.92848,2015-05-14
HD 38529 b,HD 38529,2,2,Radial Velocity,2000,Multiple Observatories,14.30944,0.1294,,,253.31051,,,5541,2.56,1.41,86.6451363,1.1675866,42.3538,5.92848,2018-12-06
HD 38529 b,HD 38529,2,2,Radial Velocity,2000,Multiple Observatories,14.3093,0.1313,,,270.8,,,5541,2.83515,0.98,86.6451363,1.1675866,42.3538,5.92848,2014-07-23
HD 38529 b,HD 38529,2,2,Radial Velocity,2000,Multiple Observatories,14.3099,0.115,,,206.58846455,,,,,0.98,86.6451363,1.1675866,42.3538,5.92848,2023-06-14
HD 38529 c,HD 38529,2,2,Radial Velocity,2000,Multiple Observatories,2140.2,3.712,,,4252.39,,G4 IV,5697,,1.477,86.6451363,1.1675866,42.3538,5.92848,2014-05-14
HD 38529 c,HD 38529,2,2,Radial Velocity,2000,Multiple Observatories,2165,3.74,,,4195.2,,,5541,2.83515,0.98,86.6451363,1.1675866,42.3538,5.92848,2014-07-23
HD 38529 c,HD 38529,2,2,Radial Velocity,2000,Multiple Observatories,2136.1,3.64,,,4128.6117,,,5541,2.56,1.41,86.6451363,1.1675866,42.3538,5.92848,2018-12-06
HD 38529 c,HD 38529,2,2,Radial Velocity,2000,Multiple Observatories,2146.1,3.72,,,4163.573,,,5541,2.83515,0.98,86.6451363,1.1675866,42.3538,5.92848,2015-04-24
HD 38529 c,HD 38529,2,2,Radial Velocity,2000,Multiple Observatories,2135,,,,5720.911326,,G4 IV,,2.58,1.36,86.6451363,1.1675866,42.3538,5.92848,2025-01-09
HD 38529 c,HD 38529,2,2,Radial Velocity,2000,Multiple Observatories,2127.60566,3.226,,,3299.05886466,,,,,0.98,86.6451363,1.1675866,42.3538,5.92848,2023-06-12
HD 38529 c,HD 38529,2,2,Radial Velocity,2000,Multiple Observatories,2132.4,,,,4204.8909,,,,,1.34,86.6451363,1.1675866,42.3538,5.92848,2018-11-29
HD 38529 c,HD 38529,2,2,Radial Velocity,2000,Multiple Observatories,2133.3,3.7365,,,4198.51325647,,,5624.21,2.857838,1.529286,86.6451363,1.1675866,42.3538,5.92848,2021-09-20
HD 38801 b,HD 38801,1,1,Radial Velocity,2009,Subaru Telescope,696.29999,1.65,,,3852.0996,,,5277,2.38,1.64,86.9963141,-8.3280256,91.4349,8.26,2018-09-06
HD 38801 b,HD 38801,1,1,Radial Velocity,2009,Subaru Telescope,685.25,1.623,,,3082.31534,,,5338,2.029,1.207,86.9963141,-8.3280256,91.4349,8.26,2019-06-27
HD 38801 b,HD 38801,1,1,Radial Velocity,2009,Subaru Telescope,696.3,1.7,,,3400.64,,,5222,2.53,1.36,86.9963141,-8.3280256,91.4349,8.26,2014-05-14
HD 38801 b,HD 38801,1,1,Radial Velocity,2009,Subaru Telescope,687.14,1.66,,,3178.3,,K0,5207,2.41,1.29,86.9963141,-8.3280256,91.4349,8.26,2018-09-27
HD 38801 b,HD 38801,1,1,Radial Velocity,2009,Subaru Telescope,686.8,1.66,,,3219.6179,,,5207,2.41,1.29,86.9963141,-8.3280256,91.4349,8.26,2018-12-06
HD 39091 b,HD 39091,1,3,Radial Velocity,2001,Anglo-Australian Telescope,2090.3,,,,4100.007,,,,,1.094,84.2992798,-80.4646041,18.2702,5.65,2020-09-03
HD 39091 b,HD 39091,1,3,Radial Velocity,2001,Anglo-Australian Telescope,2093.07,3.1,,,3184.6566,,G0 V,6037,1.1,1.094,84.2992798,-80.4646041,18.2702,5.65,2018-11-15
HD 39091 b,HD 39091,1,3,Radial Velocity,2001,Anglo-Australian Telescope,2091.2,3.22,,,3070.2378,,,5870,1.1,1.02,84.2992798,-80.4646041,18.2702,5.65,2018-11-29
HD 39091 b,HD 39091,1,3,Radial Velocity,2001,Anglo-Australian Telescope,2151,3.38,,,3264,,,5950,,1.1,84.2992798,-80.4646041,18.2702,5.65,2014-07-23
HD 39091 b,HD 39091,1,3,Radial Velocity,2001,Anglo-Australian Telescope,2049,3.28,,,3273.649,,,,,1.1,84.2992798,-80.4646041,18.2702,5.65,2016-01-28
HD 39091 b,HD 39091,1,3,Radial Velocity,2001,Anglo-Australian Telescope,2088.33,,,,4004.6379282,,,5998,1.19,1.07,84.2992798,-80.4646041,18.2702,5.65,2022-05-03
HD 39091 b,HD 39091,1,3,Radial Velocity,2001,Anglo-Australian Telescope,2088.75851,3.311,,,3917.23511628,,,,,1.1,84.2992798,-80.4646041,18.2702,5.65,2023-06-12
HD 39091 b,HD 39091,1,3,Radial Velocity,2001,Anglo-Australian Telescope,2088.8,3.28,,,4481.3805387,,,5998,1.17,1.07,84.2992798,-80.4646041,18.2702,5.65,2025-03-03
HD 39091 b,HD 39091,1,3,Radial Velocity,2001,Anglo-Australian Telescope,2091,3.308,,,4099.9864503,,G0 V,6037,1.1,1.094,84.2992798,-80.4646041,18.2702,5.65,2021-07-26
HD 39194 b,HD 39194,1,3,Radial Velocity,2021,La Silla Observatory,5.6368,0.056,,,4,,K0 V,5205,,0.67,86.129071,-70.1382377,26.4131,8.09,2021-11-02
HD 39194 c,HD 39194,1,3,Radial Velocity,2021,La Silla Observatory,14.03,0.103,,,6.3,,K0 V,5205,,0.67,86.129071,-70.1382377,26.4131,8.09,2021-11-02
HD 39194 d,HD 39194,1,3,Radial Velocity,2021,La Silla Observatory,33.91,0.185,,,4,,K0 V,5205,,0.67,86.129071,-70.1382377,26.4131,8.09,2021-11-02
HD 39855 b,HD 39855,1,1,Radial Velocity,2019,Las Campanas Observatory,3.2498,0.041,,,8.5,,G8 V,5576,,0.87,88.6260731,-19.7044472,23.2599,7.51,2019-05-23
HD 40307 b,HD 40307,1,5,Radial Velocity,2009,La Silla Observatory,4.3123,0.047524,,,4,910,,4867.44,0.716684,0.79,88.5172191,-60.0237289,12.9363,7.17,2015-08-27
HD 40307 b,HD 40307,1,5,Radial Velocity,2009,La Silla Observatory,4.3123,0.0468,,,4,,K2.5 V,4956,,0.77,88.5172191,-60.0237289,12.9363,7.17,2014-05-14
HD 40307 b,HD 40307,1,5,Radial Velocity,2009,La Silla Observatory,4.3115,0.0475,,,3.81,,K3 V,4977,,0.77,88.5172191,-60.0237289,12.9363,7.17,2015-11-19
HD 40307 c,HD 40307,1,5,Radial Velocity,2009,La Silla Observatory,9.6184,0.0799,,,6.6,,K2.5 V,4956,,0.77,88.5172191,-60.0237289,12.9363,7.17,2014-05-14
HD 40307 c,HD 40307,1,5,Radial Velocity,2009,La Silla Observatory,9.6207,0.0812,,,6.43,,K3 V,4977,,0.77,88.5172191,-60.0237289,12.9363,7.17,2015-11-19
HD 40307 c,HD 40307,1,5,Radial Velocity,2009,La Silla Observatory,9.6183,0.08113,,,6.6,696,,4867.44,0.716684,0.79,88.5172191,-60.0237289,12.9363,7.17,2015-08-27
HD 40307 d,HD 40307,1,5,Radial Velocity,2009,La Silla Observatory,20.4185,0.134,,,8.74,,K3 V,4977,,0.77,88.5172191,-60.0237289,12.9363,7.17,2015-11-19
HD 40307 d,HD 40307,1,5,Radial Velocity,2009,La Silla Observatory,20.432,0.1321,,,9.5,,K2.5 V,4956,,0.77,88.5172191,-60.0237289,12.9363,7.17,2014-05-14
HD 40307 d,HD 40307,1,5,Radial Velocity,2009,La Silla Observatory,20.4321,0.13407,,,9.5,541,,4867.44,0.716684,0.79,88.5172191,-60.0237289,12.9363,7.17,2015-08-27
HD 40307 f,HD 40307,1,5,Radial Velocity,2013,La Silla Observatory,51.56,0.2485,,,3.63,,K3 V,4977,,0.77,88.5172191,-60.0237289,12.9363,7.17,2015-11-19
HD 40307 f,HD 40307,1,5,Radial Velocity,2013,La Silla Observatory,51.76,0.247,,,5.2,,K2.5 V,4956,,0.77,88.5172191,-60.0237289,12.9363,7.17,2014-05-14
HD 40307 f,HD 40307,1,5,Radial Velocity,2013,La Silla Observatory,51.7768,0.2491,,,5.2,398,,4867.44,0.716684,0.79,88.5172191,-60.0237289,12.9363,7.17,2015-08-27
HD 40307 g,HD 40307,1,5,Radial Velocity,2013,La Silla Observatory,197.8,0.6,,,7.1,,K2.5 V,4956,,0.77,88.5172191,-60.0237289,12.9363,7.17,2014-05-14
HD 40307 g,HD 40307,1,5,Radial Velocity,2013,La Silla Observatory,196.343,0.6069,,,7.1,255,,4867.44,0.716684,0.79,88.5172191,-60.0237289,12.9363,7.17,2015-08-27
HD 40956 b,HD 40956,1,1,Radial Velocity,2017,Multiple Observatories,578.6,1.4,,,858.141,,,4869,8.56,2,91.6628015,63.453875,116.593,6.42794,2017-11-30
HD 40979 b,HD 40979,3,1,Radial Velocity,2002,Multiple Observatories,263.84,0.855,,,1217.2,,,6139,1.2352,1.16,91.1253346,44.2597855,34.0883,6.75512,2014-07-23
HD 40979 b,HD 40979,3,1,Radial Velocity,2002,Multiple Observatories,264.14999,0.85,,,1484.2661,,,6165,1.21,1.45,91.1253346,44.2597855,34.0883,6.75512,2018-09-06
HD 40979 b,HD 40979,3,1,Radial Velocity,2002,Multiple Observatories,265.36,0.8669,,,1207.7479466,,,6149.73,1.236819,1.234706,91.1253346,44.2597855,34.0883,6.75512,2021-09-20
HD 40979 b,HD 40979,3,1,Radial Velocity,2002,Multiple Observatories,264.15,0.846,,,1274.44,,F8 V,6089,,1.154,91.1253346,44.2597855,34.0883,6.75512,2014-05-14
HD 41004 A b,HD 41004 A,2,2,Radial Velocity,2004,La Silla Observatory,963,,,,807.25,,,,,,89.9566041,-48.2394189,36.69117,8.65,2014-12-03
HD 41004 B b,HD 41004 B,2,2,Radial Velocity,2003,La Silla Observatory,1.328199,,,,5924.1,,,,,,89.9565956,-48.2394114,41.5504,8.6078,2014-12-03
HD 41004 B b,HD 41004 B,2,2,Radial Velocity,2003,La Silla Observatory,1.3283,,,,5838.29,,M2 V,,,0.4,89.9565956,-48.2394114,41.5504,8.6078,2014-12-03
HD 4113 b,HD 4113,3,1,Radial Velocity,2007,La Silla Observatory,526.62,1.28,,,495.79,,G5,5688,,0.99,10.8027515,-37.9831248,41.8727,7.88,2014-12-03
HD 4113 b,HD 4113,3,1,Radial Velocity,2007,La Silla Observatory,526.5239,1.28,,,541.26177712,,,,,1.008,10.8027515,-37.9831248,41.8727,7.88,2023-06-14
HD 42012 b,HD 42012,1,1,Radial Velocity,2017,Haute-Provence Observatory,857.5,1.67,,,508.528,,K0,5405,0.82,0.83,92.485473,34.1341722,36.7984,8.44,2017-03-02
HD 4203 b,HD 4203,1,2,Radial Velocity,2001,W. M. Keck Observatory,437.18,1.177,,,579.08335755,,,5625.06,1.497489,1.137206,11.1722288,20.4483925,81.3795,8.7,2021-09-20
HD 4203 b,HD 4203,1,2,Radial Velocity,2001,W. M. Keck Observatory,431.88,1.164,,,657.9,,,5702,,1.13,11.1722288,20.4483925,81.3795,8.7,2014-07-23
HD 4203 b,HD 4203,1,2,Radial Velocity,2001,W. M. Keck Observatory,437.05,1.1735,,,578.43,,,5582,1.49795,0.99,11.1722288,20.4483925,81.3795,8.7,2014-05-14
HD 4203 b,HD 4203,1,2,Radial Velocity,2001,W. M. Keck Observatory,406,1.1,,,508.528,,,,,1.06,11.1722288,20.4483925,81.3795,8.7,2016-01-28
HD 4203 b,HD 4203,1,2,Radial Velocity,2001,W. M. Keck Observatory,431.88,1.17,,,708.7609,,,5596,1.42,1.25,11.1722288,20.4483925,81.3795,8.7,2018-09-06
HD 4203 c,HD 4203,1,2,Radial Velocity,2014,W. M. Keck Observatory,6700,6.95,,,689.66,,,5582,1.49795,0.99,11.1722288,20.4483925,81.3795,8.7,2014-05-14
HD 4203 c,HD 4203,1,2,Radial Velocity,2014,W. M. Keck Observatory,7400,7.8,,,851.78013076,,,5625.06,1.497489,1.137206,11.1722288,20.4483925,81.3795,8.7,2021-09-20
HD 4203 c,HD 4203,1,2,Radial Velocity,2014,W. M. Keck Observatory,7053,,,,479.9233,,,,,1.13,11.1722288,20.4483925,81.3795,8.7,2018-11-29
HD 4208 b,HD 4208,1,1,Radial Velocity,2001,W. M. Keck Observatory,832.97,1.662,,,257.4423,,,5717,0.846,0.883,11.1125532,-26.5150392,34.1937,7.783,2019-06-27
